"// DN: F0F5BD690600, SN: 4"
Timestamp,P1,P2,P3,P4,Mag_x,Mag_y,Mag_z,Gyro_x,Gyro_y,Gyro_z,Acc_x,Acc_y,Acc_z
1761808227.319,0,0,0,0,10.0,1.0,-12.0,-10.925292015075684,-24.291990280151367,4.45556640625,-0.038818359375,-0.7633056640625,0.69140625
1761808227.327,0,0,0,0,10.0,1.0,-12.0,-22.094724655151367,-33.99658203125,7.629394054412842,-0.0552978515625,-0.7645263671875,0.718017578125
1761808227.34,0,0,0,0,10.0,1.0,-12.0,-27.343748092651367,-42.785640716552734,11.962889671325684,-0.086669921875,-0.76708984375,0.7479248046875
1761808227.347,0,0,0,0,10.0,1.0,-12.0,-26.245115280151367,-46.142574310302734,15.502928733825684,-0.086669921875,-0.76708984375,0.7479248046875
1761808227.36,0,0,0,0,10.0,1.0,-12.0,-22.460935592651367,-43.457027435302734,17.76123046875,-0.080322265625,-0.7803955078125,0.740966796875
1761808227.367,0,0,0,0,10.0,1.0,-12.0,-20.568845748901367,-37.109375,19.6533203125,-0.057861328125,-0.79443359375,0.722412109375
1761808227.379,0,0,0,0,10.0,1.0,-12.0,-21.606443405151367,-29.724119186401367,21.301267623901367,-0.0435791015625,-0.7984619140625,0.706298828125
1761808227.386,0,0,0,0,10.0,1.0,-12.0,-23.010251998901367,-22.460935592651367,21.850584030151367,-0.030517578125,-0.7935791015625,0.697509765625
1761808227.399,0,0,0,0,10.0,1.0,-12.0,-22.521970748901367,-15.319823265075684,20.324705123901367,-0.0196533203125,-0.78564453125,0.6861572265625
1761808227.406,0,0,0,0,10.0,5.0,-5.0,-21.240232467651367,-9.3994140625,17.4560546875,-0.0152587890625,-0.7843017578125,0.665771484375
1761808227.42,0,0,0,0,10.0,5.0,-5.0,-22.949216842651367,-7.202147960662842,15.502928733825684,-0.021240234375,-0.791259765625,0.637939453125
1761808227.427,0,0,0,0,10.0,5.0,-5.0,-29.602048873901367,-9.8876953125,15.502928733825684,-0.0294189453125,-0.7928466796875,0.6224365234375
1761808227.435,0,0,0,0,10.0,5.0,-5.0,-38.330078125,-15.808104515075684,17.2119140625,-0.0140380859375,-0.784912109375,0.6256103515625
1761808227.448,0,0,0,0,10.0,5.0,-5.0,-46.386714935302734,-23.437498092651367,19.83642578125,0.00732421875,-0.771728515625,0.6357421875
1761808227.455,0,0,0,0,10.0,5.0,-5.0,-51.452632904052734,-31.433103561401367,22.460935592651367,0.024169921875,-0.755859375,0.65087890625
1761808227.467,0,0,0,0,10.0,5.0,-5.0,-50.231929779052734,-36.92626953125,24.475095748901367,0.03955078125,-0.741943359375,0.6680908203125
1761808227.478,0,0,0,0,10.0,5.0,-5.0,-41.992183685302734,-37.4755859375,25.268552780151367,0.049560546875,-0.733154296875,0.6788330078125
1761808227.485,0,0,0,0,10.0,5.0,-5.0,-30.273435592651367,-33.447265625,24.658201217651367,0.05712890625,-0.72705078125,0.6849365234375
1761808227.497,0,0,0,0,10.0,5.0,-5.0,-16.2353515625,-26.489255905151367,22.155759811401367,0.0556640625,-0.7303466796875,0.6884765625
1761808227.51,0,0,0,0,11.0,4.0,-13.0,0.2441406100988388,-16.41845703125,17.4560546875,0.0633544921875,-0.7435302734375,0.6640625
1761808227.517,0,0,0,0,11.0,4.0,-13.0,13.671874046325684,-5.493163585662842,11.901854515075684,0.07958984375,-0.759765625,0.6151123046875
1761808227.525,0,0,0,0,11.0,4.0,-13.0,13.671874046325684,-5.493163585662842,11.901854515075684,0.07421875,-0.7752685546875,0.578369140625
1761808227.538,0,0,0,0,11.0,4.0,-13.0,13.916014671325684,1.8920897245407104,2.807616949081421,0.0272216796875,-0.7874755859375,0.57421875
1761808227.545,0,0,0,0,11.0,4.0,-13.0,13.916014671325684,1.8920897245407104,2.807616949081421,-0.01025390625,-0.8045654296875,0.585693359375
1761808227.557,0,0,0,0,11.0,4.0,-13.0,3.906249761581421,-5.187987804412842,0.3662109076976776,0.00732421875,-0.8115234375,0.5894775390625
1761808227.57,0,0,0,0,11.0,4.0,-13.0,-2.01416015625,-11.169432640075684,1.3427733182907104,0.03759765625,-0.7935791015625,0.5943603515625
1761808227.577,0,0,0,0,11.0,4.0,-13.0,-9.33837890625,-19.53125,2.0751953125,0.0390625,-0.776611328125,0.60693359375
1761808227.59,0,0,0,0,11.0,4.0,-13.0,-16.05224609375,-27.038572311401367,1.03759765625,0.0101318359375,-0.778076171875,0.631103515625
1761808227.597,0,0,0,0,8.0,5.0,-11.0,-19.8974609375,-29.785154342651367,-2.01416015625,-0.0079345703125,-0.785400390625,0.662353515625
1761808227.61,0,0,0,0,8.0,5.0,-11.0,-17.76123046875,-26.306150436401367,-5.676269054412842,-0.0003662109375,-0.79248046875,0.6810302734375
1761808227.617,0,0,0,0,8.0,5.0,-11.0,-8.9111328125,-18.1884765625,-8.23974609375,0.0064697265625,-0.8021240234375,0.682373046875
1761808227.63,0,0,0,0,8.0,5.0,-11.0,2.990722417831421,-8.23974609375,-9.765625,0.0059814453125,-0.8145751953125,0.6754150390625
1761808227.637,0,0,0,0,8.0,5.0,-11.0,13.977049827575684,1.2817381620407104,-11.718749046325684,-0.0015869140625,-0.818115234375,0.6715087890625
1761808227.645,0,0,0,0,8.0,5.0,-11.0,13.977049827575684,1.2817381620407104,-11.718749046325684,-0.02197265625,-0.8057861328125,0.6717529296875
1761808227.658,0,0,0,0,8.0,5.0,-11.0,31.372068405151367,18.310546875,-19.95849609375,-0.0401611328125,-0.7877197265625,0.6783447265625
1761808227.665,0,0,0,0,8.0,5.0,-11.0,31.372068405151367,18.310546875,-19.95849609375,-0.0401611328125,-0.7877197265625,0.6783447265625
1761808227.677,0,0,0,0,8.0,5.0,-11.0,39.0625,25.207517623901367,-23.742673873901367,-0.017333984375,-0.78564453125,0.668701171875
1761808227.689,0,0,0,0,8.0,5.0,-11.0,49.743648529052734,30.700681686401367,-25.207517623901367,0.0087890625,-0.802734375,0.6455078125
1761808227.696,0,0,0,0,11.0,4.0,-13.0,49.743648529052734,30.700681686401367,-25.207517623901367,0.0335693359375,-0.8070068359375,0.6317138671875
1761808227.709,0,0,0,0,11.0,4.0,-13.0,42.541500091552734,19.83642578125,-19.4091796875,0.04931640625,-0.793212890625,0.63671875
1761808227.716,0,0,0,0,11.0,4.0,-13.0,42.541500091552734,19.83642578125,-19.4091796875,0.0594482421875,-0.7626953125,0.6495361328125
1761808227.73,0,0,0,0,11.0,4.0,-13.0,28.442380905151367,2.197265625,-15.563963890075684,0.063232421875,-0.7330322265625,0.6629638671875
1761808227.737,0,0,0,0,11.0,4.0,-13.0,28.442380905151367,2.197265625,-15.563963890075684,0.058837890625,-0.72265625,0.6763916015625
1761808227.75,0,0,0,0,11.0,4.0,-13.0,22.155759811401367,-5.798339366912842,-17.2119140625,0.0447998046875,-0.7264404296875,0.6854248046875
1761808227.757,0,0,0,0,11.0,4.0,-13.0,22.155759811401367,-5.798339366912842,-17.2119140625,0.032470703125,-0.7303466796875,0.6884765625
1761808227.77,0,0,0,0,11.0,4.0,-13.0,29.174802780151367,-2.929687261581421,-16.54052734375,0.0357666015625,-0.729736328125,0.6885986328125
1761808227.777,0,0,0,0,11.0,4.0,-13.0,29.174802780151367,-2.929687261581421,-16.54052734375,0.043212890625,-0.718017578125,0.684326171875
1761808227.789,0,0,0,0,11.0,4.0,-13.0,33.8134765625,0.8544921278953552,-17.02880859375,0.044189453125,-0.6968994140625,0.68017578125
1761808227.796,0,0,0,0,13.0,1.0,-11.0,36.865234375,4.7607421875,-19.83642578125,0.044189453125,-0.6968994140625,0.68017578125
1761808227.808,0,0,0,0,13.0,1.0,-11.0,38.02490234375,7.263183116912842,-23.925779342651367,0.0277099609375,-0.703857421875,0.6783447265625
1761808227.815,0,0,0,0,13.0,1.0,-11.0,38.02490234375,8.85009765625,-27.526853561401367,0.0277099609375,-0.703857421875,0.6783447265625
1761808227.828,0,0,0,0,13.0,1.0,-11.0,37.53662109375,10.070799827575684,-29.846189498901367,0.05419921875,-0.6754150390625,0.6826171875
1761808227.836,0,0,0,0,13.0,1.0,-11.0,38.2080078125,9.521484375,-32.77587890625,0.05419921875,-0.6754150390625,0.6826171875
1761808227.849,0,0,0,0,13.0,1.0,-11.0,41.259761810302734,6.408690929412842,-37.353515625,0.114990234375,-0.6932373046875,0.6796875
1761808227.856,0,0,0,0,13.0,1.0,-11.0,45.227046966552734,0.1220703050494194,-41.809078216552734,0.114990234375,-0.6932373046875,0.6796875
1761808227.869,0,0,0,0,13.0,1.0,-11.0,47.607418060302734,-7.263183116912842,-44.372554779052734,0.1201171875,-0.7088623046875,0.7244873046875
1761808227.876,0,0,0,0,13.0,1.0,-11.0,45.410152435302734,-10.742186546325684,-43.334957122802734,0.1201171875,-0.7088623046875,0.7244873046875
1761808227.888,0,0,0,0,13.0,1.0,-11.0,37.2314453125,-8.97216796875,-39.4287109375,0.1143798828125,-0.6925048828125,0.739013671875
1761808227.895,0,0,0,0,11.0,4.0,-10.0,28.137205123901367,-4.39453125,-35.09521484375,0.068603515625,-0.6927490234375,0.7425537109375
1761808227.908,0,0,0,0,11.0,4.0,-10.0,21.667478561401367,0.6713866591453552,-30.334470748901367,0.0521240234375,-0.6942138671875,0.7322998046875
1761808227.915,0,0,0,0,11.0,4.0,-10.0,16.41845703125,4.08935546875,-24.902341842651367,0.0672607421875,-0.6790771484375,0.7291259765625
1761808227.927,0,0,0,0,11.0,4.0,-10.0,11.352538108825684,6.774901866912842,-20.874021530151367,0.0810546875,-0.67236328125,0.7298583984375
1761808227.935,0,0,0,0,11.0,4.0,-10.0,6.408690929412842,10.253905296325684,-19.53125,0.07861328125,-0.679443359375,0.752197265625
1761808227.948,0,0,0,0,11.0,4.0,-10.0,4.57763671875,14.648436546325684,-19.83642578125,0.0792236328125,-0.6783447265625,0.7874755859375
1761808227.955,0,0,0,0,11.0,4.0,-10.0,7.629394054412842,19.287109375,-20.568845748901367,0.11572265625,-0.6644287109375,0.827880859375
1761808227.968,0,0,0,0,11.0,4.0,-10.0,16.78466796875,23.986814498901367,-22.949216842651367,0.1080322265625,-0.66650390625,0.8304443359375
1761808227.975,0,0,0,0,11.0,4.0,-10.0,27.587888717651367,29.174802780151367,-26.000974655151367,0.0655517578125,-0.6654052734375,0.76318359375
1761808227.987,0,0,0,0,11.0,4.0,-10.0,30.639646530151367,31.494138717651367,-26.367185592651367,0.0787353515625,-0.64404296875,0.694091796875
1761808228.0,0,0,0,0,13.0,0.0,-9.0,23.559568405151367,28.564451217651367,-24.414060592651367,0.1212158203125,-0.6461181640625,0.68408203125
1761808228.007,0,0,0,0,13.0,0.0,-9.0,11.840819358825684,24.108884811401367,-22.033689498901367,0.097412109375,-0.6697998046875,0.6990966796875
1761808228.02,0,0,0,0,13.0,0.0,-9.0,0.0,21.789548873901367,-18.61572265625,0.032958984375,-0.67236328125,0.6961669921875
1761808228.027,0,0,0,0,13.0,0.0,-9.0,-11.718749046325684,19.53125,-13.854979515075684,0.0294189453125,-0.655517578125,0.71044921875
1761808228.04,0,0,0,0,13.0,0.0,-9.0,-21.057126998901367,15.869139671325684,-9.58251953125,0.0616455078125,-0.65625,0.7462158203125
1761808228.047,0,0,0,0,13.0,0.0,-9.0,-25.878904342651367,12.634276390075684,-6.347655773162842,0.0814208984375,-0.6712646484375,0.7696533203125
1761808228.055,0,0,0,0,13.0,0.0,-9.0,-25.939939498901367,10.681151390075684,-2.990722417831421,0.0811767578125,-0.6824951171875,0.7781982421875
1761808228.068,0,0,0,0,13.0,0.0,-9.0,-22.460935592651367,9.6435546875,0.54931640625,0.0810546875,-0.6866455078125,0.786376953125
1761808228.075,0,0,0,0,13.0,0.0,-9.0,-16.7236328125,9.46044921875,3.356933355331421,0.09033203125,-0.685791015625,0.78759765625
1761808228.088,0,0,0,0,13.0,0.0,-9.0,-11.291502952575684,10.009765625,4.45556640625,0.1038818359375,-0.6845703125,0.771240234375
1761808228.095,0,0,0,0,12.0,0.0,-7.0,-8.97216796875,10.437010765075684,3.906249761581421,0.11279296875,-0.680908203125,0.75
1761808228.108,0,0,0,0,12.0,0.0,-7.0,-9.6435546875,9.27734375,2.3193359375,0.1109619140625,-0.670166015625,0.7313232421875
1761808228.115,0,0,0,0,12.0,0.0,-7.0,-11.291502952575684,6.225585460662842,0.1220703050494194,0.104248046875,-0.662841796875,0.720458984375
1761808228.127,0,0,0,0,12.0,0.0,-7.0,-13.122557640075684,2.0751953125,-2.3193359375,0.09814453125,-0.6708984375,0.724365234375
1761808228.139,0,0,0,0,12.0,0.0,-7.0,-15.014647483825684,-1.5258787870407104,-4.150390625,0.083984375,-0.692138671875,0.7459716796875
1761808228.147,0,0,0,0,12.0,0.0,-7.0,-14.709471702575684,-3.662109136581421,-4.33349609375,0.067138671875,-0.717041015625,0.783447265625
1761808228.16,0,0,0,0,12.0,0.0,-7.0,-9.3994140625,-3.662109136581421,-2.38037109375,0.07275390625,-0.72265625,0.8045654296875
1761808228.167,0,0,0,0,12.0,0.0,-7.0,-1.15966796875,-2.0751953125,0.7934569716453552,0.0947265625,-0.7022705078125,0.791748046875
1761808228.18,0,0,0,0,12.0,0.0,-7.0,5.859374523162842,-0.6103515625,3.479003667831421,0.0767822265625,-0.699951171875,0.7467041015625
1761808228.187,0,0,0,0,12.0,2.0,-8.0,8.11767578125,-0.4882812201976776,6.042479991912842,0.045166015625,-0.70458984375,0.7152099609375
1761808228.199,0,0,0,0,12.0,2.0,-8.0,6.103515148162842,-2.01416015625,9.27734375,0.0543212890625,-0.6781005859375,0.7388916015625
1761808228.206,0,0,0,0,12.0,2.0,-8.0,4.0283203125,-2.746581792831421,10.620116233825684,0.0693359375,-0.6529541015625,0.7659912109375
1761808228.219,0,0,0,0,12.0,2.0,-8.0,4.2724609375,-1.3427733182907104,8.23974609375,0.0682373046875,-0.6484375,0.76416015625
1761808228.226,0,0,0,0,12.0,2.0,-8.0,5.615233898162842,0.3662109076976776,3.479003667831421,0.06640625,-0.648193359375,0.7574462890625
1761808228.239,0,0,0,0,12.0,2.0,-8.0,6.774901866912842,1.8920897245407104,-2.13623046875,0.080322265625,-0.6436767578125,0.748046875
1761808228.247,0,0,0,0,12.0,2.0,-8.0,8.4228515625,2.990722417831421,-8.36181640625,0.088623046875,-0.6463623046875,0.745849609375
1761808228.255,0,0,0,0,12.0,2.0,-8.0,8.4228515625,2.990722417831421,-8.36181640625,0.0767822265625,-0.659912109375,0.7550048828125
1761808228.268,0,0,0,0,12.0,2.0,-8.0,13.122557640075684,6.347655773162842,-20.324705123901367,0.07373046875,-0.6630859375,0.7484130859375
1761808228.275,0,0,0,0,12.0,2.0,-8.0,13.122557640075684,6.347655773162842,-20.324705123901367,0.076171875,-0.6484375,0.74560546875
1761808228.288,0,0,0,0,11.0,0.0,-7.0,26.184080123901367,6.774901866912842,-29.113767623901367,0.0733642578125,-0.6461181640625,0.75244140625
1761808228.295,0,0,0,0,11.0,0.0,-7.0,26.184080123901367,6.774901866912842,-29.113767623901367,0.0733642578125,-0.6461181640625,0.75244140625
1761808228.307,0,0,0,0,11.0,0.0,-7.0,30.944822311401367,5.554198741912842,-31.249998092651367,0.0667724609375,-0.7008056640625,0.7529296875
1761808228.32,0,0,0,0,11.0,0.0,-7.0,25.695798873901367,4.57763671875,-25.207517623901367,0.09033203125,-0.702392578125,0.750732421875
1761808228.327,0,0,0,0,11.0,0.0,-7.0,25.695798873901367,4.57763671875,-25.207517623901367,0.0941162109375,-0.6943359375,0.758544921875
1761808228.339,0,0,0,0,11.0,0.0,-7.0,19.59228515625,1.7700194120407104,-12.634276390075684,0.0980224609375,-0.685302734375,0.761474609375
1761808228.346,0,0,0,0,11.0,0.0,-7.0,19.59228515625,1.7700194120407104,-12.634276390075684,0.0858154296875,-0.6717529296875,0.7626953125
1761808228.36,0,0,0,0,11.0,0.0,-7.0,22.155759811401367,-1.4038084745407104,-0.6103515625,0.07763671875,-0.64697265625,0.7589111328125
1761808228.367,0,0,0,0,11.0,0.0,-7.0,22.155759811401367,-1.4038084745407104,-0.6103515625,0.0972900390625,-0.63037109375,0.7606201171875
1761808228.38,0,0,0,0,11.0,0.0,-7.0,33.02001953125,-4.7607421875,0.9765624403953552,0.1053466796875,-0.626953125,0.7615966796875
1761808228.387,0,0,0,0,13.0,-2.0,-4.0,33.02001953125,-4.7607421875,0.9765624403953552,0.1041259765625,-0.608642578125,0.735107421875
1761808228.4,0,0,0,0,13.0,-2.0,-4.0,33.0810546875,-11.230467796325684,-4.08935546875,0.1640625,-0.5635986328125,0.687744140625
1761808228.407,0,0,0,0,13.0,-2.0,-4.0,33.0810546875,-11.230467796325684,-4.08935546875,0.23583984375,-0.52197265625,0.679931640625
1761808228.42,0,0,0,0,13.0,-2.0,-4.0,14.465331077575684,-33.99658203125,-23.315427780151367,0.220703125,-0.4959716796875,0.731201171875
1761808228.427,0,0,0,0,13.0,-2.0,-4.0,14.465331077575684,-33.99658203125,-23.315427780151367,0.220703125,-0.4959716796875,0.731201171875
1761808228.439,0,0,0,0,13.0,-2.0,-4.0,9.033203125,-46.020503997802734,-38.26904296875,0.11376953125,-0.531005859375,0.87646484375
1761808228.446,0,0,0,0,13.0,-2.0,-4.0,12.878417015075684,-53.649898529052734,-53.283687591552734,0.11376953125,-0.531005859375,0.87646484375
1761808228.454,3022,3084,0,0,13.0,-2.0,-4.0,20.874021530151367,-51.879878997802734,-65.185546875,0.0743408203125,-0.6168212890625,0.895751953125
1761808228.468,0,0,0,0,13.0,-2.0,-4.0,25.756834030151367,-42.175289154052734,-68.66455078125,0.138427734375,-0.693359375,0.81298828125
1761808228.475,3084,3084,0,0,13.0,-2.0,-4.0,25.207517623901367,-31.921384811401367,-62.133785247802734,0.138427734375,-0.693359375,0.81298828125
1761808228.488,0,0,0,0,13.0,-4.0,-1.0,20.202634811401367,-26.245115280151367,-48.095699310302734,0.159423828125,-0.67626953125,0.7877197265625
1761808228.495,3084,3084,0,0,13.0,-4.0,-1.0,13.366698265075684,-25.390623092651367,-30.578611373901367,0.1287841796875,-0.650390625,0.7908935546875
1761808228.507,0,0,0,0,13.0,-4.0,-1.0,7.385253429412842,-26.672361373901367,-13.549803733825684,0.132080078125,-0.6473388671875,0.7991943359375
1761808228.52,0,0,0,0,13.0,-4.0,-1.0,2.25830078125,-27.893064498901367,0.9765624403953552,0.1732177734375,-0.6492919921875,0.8218994140625
1761808228.527,0,0,0,0,13.0,-4.0,-1.0,-3.234863042831421,-27.465818405151367,11.840819358825684,0.1732177734375,-0.6492919921875,0.8218994140625
1761808228.54,0,0,0,0,13.0,-4.0,-1.0,-8.4228515625,-26.123044967651367,18.06640625,0.145751953125,-0.642822265625,0.8360595703125
1761808228.547,0,0,0,0,13.0,-4.0,-1.0,-11.962889671325684,-24.658201217651367,19.34814453125,0.145751953125,-0.642822265625,0.8360595703125
1761808228.555,0,0,0,0,13.0,-4.0,-1.0,-14.282225608825684,-23.071287155151367,17.63916015625,0.1412353515625,-0.638427734375,0.828369140625
1761808228.569,0,0,0,0,13.0,-4.0,-1.0,-16.66259765625,-21.240232467651367,15.502928733825684,0.1409912109375,-0.64208984375,0.8223876953125
1761808228.576,0,0,0,0,13.0,-4.0,-1.0,-18.61572265625,-18.798828125,14.221190452575684,0.1365966796875,-0.662109375,0.8203125
1761808228.589,0,0,0,0,13.0,-2.0,-7.0,-18.798828125,-15.686034202575684,14.831542015075684,0.1270751953125,-0.695068359375,0.8199462890625
1761808228.596,0,0,0,0,13.0,-2.0,-7.0,-16.7236328125,-12.268065452575684,17.88330078125,0.115478515625,-0.725341796875,0.8115234375
1761808228.608,0,0,0,0,13.0,-2.0,-7.0,-14.160155296325684,-9.21630859375,23.376462936401367,0.113525390625,-0.73291015625,0.796875
1761808228.615,0,0,0,0,13.0,-2.0,-7.0,-14.343260765075684,-7.507323741912842,29.663084030151367,0.1329345703125,-0.7132568359375,0.7823486328125
1761808228.627,0,0,0,0,13.0,-2.0,-7.0,-18.85986328125,-6.347655773162842,33.935546875,0.1634521484375,-0.6884765625,0.7696533203125
1761808228.64,0,0,0,0,13.0,-2.0,-7.0,-26.550291061401367,-5.0048828125,34.423828125,0.1815185546875,-0.687744140625,0.760986328125
1761808228.647,0,0,0,0,13.0,-2.0,-7.0,-35.46142578125,-3.356933355331421,32.3486328125,0.184814453125,-0.6951904296875,0.7562255859375
1761808228.66,0,0,0,0,13.0,-2.0,-7.0,-44.738765716552734,-1.220703125,29.541013717651367,0.1947021484375,-0.6778564453125,0.7518310546875
1761808228.667,0,0,0,0,13.0,-2.0,-7.0,-54.016109466552734,0.7324218153953552,26.428220748901367,0.223876953125,-0.6473388671875,0.7476806640625
1761808228.68,0,0,0,0,12.0,-2.0,-5.0,-61.035152435302734,0.9765624403953552,24.169919967651367,0.2738037109375,-0.6356201171875,0.7333984375
1761808228.687,0,0,0,0,12.0,-2.0,-5.0,-61.950679779052734,-2.685546636581421,25.390623092651367,0.307373046875,-0.6505126953125,0.697265625
1761808228.7,0,0,0,0,12.0,-2.0,-5.0,-56.030269622802734,-11.779784202575684,30.944822311401367,0.272705078125,-0.6695556640625,0.679443359375
1761808228.707,0,0,0,0,12.0,-2.0,-5.0,-47.546382904052734,-23.681638717651367,38.87939453125,0.2008056640625,-0.659423828125,0.70654296875
1761808228.72,0,0,0,0,12.0,-2.0,-5.0,-40.954586029052734,-31.982419967651367,44.250484466552734,0.1640625,-0.60888671875,0.75146484375
1761808228.727,0,0,0,0,12.0,-2.0,-5.0,-36.07177734375,-32.2265625,41.381832122802734,0.17626953125,-0.5623779296875,0.779296875
